timestamp_ms,open,high,low,close,volume
1784277000000,62769.3,62769.3,62753.8,62756.8,3.2293
1784277060000,62756.8,62766.1,62722.7,62723.1,2.8503
1784277120000,62723.0,62723.1,62687.0,62687.0,14.0712
1784277180000,62687.0,62704.4,62670.0,62693.1,146.494
1784277240000,62695.3,62710.0,62676.0,62695.9,5.2073
1784277300000,62695.8,62730.0,62695.8,62730.0,3.0859
1784277360000,62732.7,62732.7,62644.2,62653.3,43.2163
1784277420000,62654.3,62686.3,62649.8,62686.2,17.5465
1784277480000,62686.2,62686.7,62662.8,62667.9,3.8338
1784277540000,62668.0,62685.5,62636.2,62673.5,4.7733
1784277600000,62673.5,62689.4,62673.4,62689.3,3.2468
1784277660000,62689.3,62706.4,62689.3,62706.3,2.1588
1784277720000,62706.2,62706.2,62684.2,62694.1,13.2967
1784277780000,62694.1,62740.0,62693.8,62740.0,14.9033
1784277840000,62740.0,62759.1,62717.4,62759.1,17.8925
1784277900000,62759.0,62805.7,62759.0,62804.8,7.3078
1784277960000,62804.8,62809.1,62794.8,62806.3,29.8092
1784278020000,62806.4,62817.1,62800.0,62815.8,2.9092
1784278080000,62815.8,62841.2,62815.8,62841.2,56.1222
1784278140000,62841.1,62843.2,62828.1,62828.2,1.5292
1784278200000,62828.2,62848.7,62825.1,62845.1,13.2902
1784278260000,62845.0,62856.0,62841.6,62855.6,31.3496
1784278320000,62855.6,62857.4,62844.4,62849.4,3.4048
1784278380000,62849.4,62857.1,62845.5,62851.1,11.649
1784278440000,62852.7,62866.1,62831.5,62831.6,2.4101
1784278500000,62831.6,62856.5,62830.3,62856.5,8.2859
1784278560000,62856.5,62874.2,62853.8,62874.2,8.2633
1784278620000,62874.1,62894.0,62874.1,62894.0,97.4436
1784278680000,62894.3,62908.8,62874.2,62880.1,15.323
1784278740000,62880.1,62880.2,62857.2,62857.3,5.0978
1784278800000,62857.4,62871.6,62856.1,62871.6,6.9357
1784278860000,62871.6,62900.0,62871.5,62872.7,7.9416
1784278920000,62872.8,62875.8,62858.4,62861.7,1.5522
1784278980000,62861.7,62863.9,62830.4,62855.6,14.5883
1784279040000,62855.5,62863.2,62838.3,62862.5,4.3483
1784279100000,62862.6,62864.0,62847.0,62847.0,2.7645
1784279160000,62847.1,62874.0,62847.0,62872.6,10.6471
1784279220000,62872.5,62913.0,62869.0,62902.0,11.5771
1784279280000,62902.0,62902.0,62875.7,62883.3,4.8276
1784279340000,62883.2,62894.3,62883.2,62886.0,4.6272
1784279400000,62886.0,62894.2,62862.6,62862.7,24.1069
1784279460000,62862.7,62890.0,62862.6,62862.7,2.6219
1784279520000,62862.7,62876.2,62860.7,62876.1,6.8001
1784279580000,62876.1,62906.6,62873.2,62906.6,3.3368
1784279640000,62906.6,62933.4,62906.5,62933.4,12.2863
1784279700000,62933.3,62933.4,62893.5,62893.6,3.3464
1784279760000,62893.6,62894.0,62867.1,62869.0,3.2141
1784279820000,62869.0,62877.5,62855.1,62861.9,5.527
