timestamp_ms,open,high,low,close,volume
1769589000000,2994.44,2995.75,2987.25,2993.3,5809.1
1769589900000,2993.31,2994.37,2987.09,2989.35,3820.38
1769590800000,2989.34,2992.21,2985.83,2988.84,2763.99
1769591700000,2988.85,2994.15,2985.4,2993.23,3440.25
1769592600000,2993.23,3011.85,2993.18,3008.7,9132.39
1769593500000,3008.59,3016.54,3006.37,3016.29,6451.38
1769594400000,3016.31,3030.0,3012.0,3029.7,16318.86
1769595300000,3029.7,3038.52,3018.45,3019.8,11428.57
1769596200000,3019.9,3026.45,3019.9,3025.08,3961.42
1769597100000,3025.07,3031.03,3023.84,3024.61,3398.85
1769598000000,3024.61,3025.86,3015.77,3016.78,5055.63
1769598900000,3016.78,3020.15,3013.74,3019.54,3075.92
1769599800000,3019.53,3026.24,3014.44,3025.82,3125.75
1769600700000,3025.82,3044.55,3024.55,3038.44,18916.78
1769601600000,3038.41,3039.26,3022.68,3025.89,10364.86
1769602500000,3025.87,3030.93,3022.66,3028.02,4401.6
1769603400000,3028.04,3033.63,3023.94,3028.45,3256.04
1769604300000,3028.43,3033.64,3022.42,3029.92,5998.68
1769605200000,3029.9,3038.5,3027.98,3035.02,4197.52
1769606100000,3034.99,3038.5,3029.93,3034.99,4571.49
1769607000000,3035.0,3043.6,3032.01,3040.41,4287.96
1769607900000,3040.4,3041.27,3030.9,3032.91,4403.03
1769608800000,3032.9,3033.28,3027.29,3028.99,3103.73
1769609700000,3028.98,3029.27,3016.41,3023.6,6724.21
1769610600000,3023.39,3033.23,3016.46,3019.45,9274.44
1769611500000,3019.47,3020.48,3005.84,3011.47,12001.06
1769612400000,3011.47,3019.85,2987.87,2989.18,14958.76
1769613300000,2989.18,3003.18,2981.47,2998.19,19974.59
1769614200000,2998.29,3010.2,2995.54,3008.86,7295.27
1769615100000,3008.89,3012.0,3000.66,3006.24,7278.7
1769616000000,3006.22,3006.8,2994.36,2995.98,4909.82
1769616900000,2995.97,3016.46,2994.86,3014.47,4911.36
1769617800000,3014.47,3016.91,2995.28,3000.14,5985.75
1769618700000,3000.24,3005.85,2997.0,2998.32,3199.47
1769619600000,2998.31,3007.14,2997.24,3004.95,2518.42
1769620500000,3004.95,3007.46,2999.41,3002.72,3306.27
1769621400000,3002.71,3017.82,2987.65,3011.74,11043.78
1769622300000,3011.74,3030.54,3011.63,3013.45,11614.04
1769623200000,3013.44,3018.0,2998.71,3016.97,12327.34
1769624100000,3016.99,3023.13,3009.31,3014.04,5118.66
1769625000000,3014.04,3016.75,3005.74,3009.28,3423.84
