timestamp_ms,open,high,low,close,volume
1785141900000,1964.28,1968.07,1963.62,1963.96,1338.41
1785142800000,1963.31,1963.31,1956.09,1956.53,3628.52
1785143700000,1956.52,1960.17,1956.01,1959.42,1775.68
1785144600000,1959.43,1966.78,1958.43,1965.59,3163.51
1785145500000,1965.58,1967.38,1963.5,1964.26,1531.34
1785146400000,1964.26,1965.57,1962.83,1963.76,1492.71
1785147300000,1963.76,1968.5,1962.8,1965.67,1644.38
1785148200000,1965.67,1970.56,1965.67,1969.39,2728.92
1785149100000,1969.37,1971.11,1965.79,1966.65,1657.68
1785150000000,1966.65,1966.65,1962.82,1964.33,1383.54
1785150900000,1964.34,1965.15,1958.73,1958.73,2933.44
1785151800000,1958.73,1960.87,1957.83,1959.03,3268.08
1785152700000,1959.04,1960.22,1956.99,1958.76,2794.42
1785153600000,1958.75,1963.78,1954.06,1954.27,4457.15
1785154500000,1954.27,1956.41,1946.33,1947.32,6169.89
1785155400000,1947.33,1953.43,1942.13,1952.29,5858.94
1785156300000,1952.29,1957.66,1951.98,1956.63,4088.24
1785157200000,1956.61,1959.44,1953.04,1953.05,3073.37
1785158100000,1953.08,1956.0,1950.67,1951.15,3318.84
1785159000000,1951.18,1976.9,1950.01,1974.74,11952.43
1785159900000,1974.55,1975.64,1956.07,1959.96,9146.47
1785160800000,1960.14,1965.63,1955.05,1962.9,6790.78
1785161700000,1962.9,1964.63,1936.0,1936.77,13791.78
1785162600000,1936.79,1937.6,1918.21,1920.0,32744.36
1785163500000,1920.04,1933.43,1920.03,1931.38,13445.72
1785164400000,1931.4,1934.89,1924.85,1932.98,9298.09
1785165300000,1932.98,1936.91,1927.1,1930.35,3122.05
1785166200000,1930.36,1933.14,1924.02,1930.32,3587.78
1785167100000,1930.32,1932.23,1926.79,1926.81,1228.58
1785168000000,1926.93,1931.25,1925.0,1927.05,1279.22
1785168900000,1927.04,1938.24,1921.91,1936.09,4637.52
1785169800000,1936.12,1945.98,1936.08,1941.99,5383.27
1785170700000,1942.0,1943.36,1936.06,1939.79,3131.9
1785171600000,1939.77,1940.46,1934.09,1938.46,2160.73
1785172500000,1938.47,1945.25,1937.51,1941.24,1974.95
1785173400000,1941.25,1945.02,1941.04,1941.58,2138.74
1785174300000,1941.58,1943.38,1938.74,1942.82,1299.85
1785175200000,1942.82,1943.63,1940.3,1940.54,1391.11
1785176100000,1940.55,1940.55,1935.19,1937.97,4496.31
1785177000000,1938.04,1938.65,1928.16,1934.43,3899.21
1785177900000,1934.42,1938.86,1929.17,1938.22,4201.73
1785178800000,1938.22,1950.39,1936.75,1947.64,3512.9
1785179700000,1947.65,1951.34,1946.17,1949.87,1809.09
1785180600000,1949.87,1954.39,1946.31,1949.82,2163.23
1785181500000,1949.83,1949.89,1946.47,1947.63,1257.74
